,F#3,G#3,A3,A#3,B3,C#4,C##4,D#4,E4,F#4,G#4,A4,A#4,B4,C#5,D#5,E5,F#5,G#5,A5,A#5,B5,C#6
11,0,0,0,0,0.0,0.0,0,0.0,0.0,5.0,2.75,0.0,0.0,8.625,8.125,2.5,3.0,3.625,1.125,0.0,0.0,0.0,0.0
12,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,2.5,0.0,0.0,7.0,4.5,2.25,3.0,0.75,0.0,0.0,0.0,0.0,0.0
13,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,6.25,8.25,3.875,0.5,1.375,0.0,0.0,0.0,0.0,0.0
14,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.125,0.0,0.0,7.5,4.5,2.75,3.875,0.75,0.0,0.0,0.0,0.0,0.0
15,0,0,0,0,0.0,0.0,0,0.0,0.0,1.125,3.5,0.0,0.875,5.125,8.375,4.625,1.0,2.125,0.0,0.0,0.0,0.0,0.0
16,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.5,0.0,0.0,6.375,5.125,2.0,4.5,1.5,0.0,0.0,0.0,0.0,0.0
17,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,3.375,3.375,3.625,0.0,1.625,0.0,0.0,0.0,0.0,0.0
18,0,0,0,0,0.0,0.0,0,0.0,0.0,0.5,3.25,0.0,0.0,4.25,3.0,1.125,1.75,0.375,0.0,0.0,0.0,0.0,0.0
19,0,0,0,0,0.0,0.0,0,0.0,0.0,2.0,6.375,0.0,0.0,9.0,10.375,4.75,2.25,5.0,0.25,0.0,0.0,0.0,0.0
20,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.75,0.0,0.0,3.75,2.75,2.5,3.75,1.25,0.0,0.0,0.0,0.0,0.0
21,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.25,0.0,2.75,2.25,1.75,0.0,0.5,0.25,0.0,0.0,0.0,0.0
22,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,2.0,1.5,1.25,0.5,0.0,0.0,0.0,0.0,0.0
23,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.75,0.0,0.0,4.5,3.75,4.25,2.25,3.25,0.75,0.0,0.0,0.0,0.0
24,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.25,0.0,0.0,2.5,3.25,3.5,2.75,0.75,0.75,0.0,0.0,0.0,0.0
25,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,0.0,2.25,1.75,1.25,0.0,2.75,0.0,0.0,0.0,0.0,0.0
26,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,3.5,8.0,3.0,1.0,1.25,0.0,0.0,0.0,0.0,0.0
27,0,0,0,0,0.0,0.0,0,0.0,0.0,0.25,1.75,0.25,0.0,4.25,6.5,3.75,1.25,2.0,0.0,0.0,0.0,0.0,0.0
28,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.25,10.125,8.625,4.75,5.0,3.875,0.875,0.0,0.0,0.0,0.0
29,0,0,0,0,0.0,0.0,0,0.0,0.0,0.375,2.625,0.0,0.625,8.375,9.375,3.5,3.125,3.875,1.125,0.0,0.0,0.0,0.0
30,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,2.75,0.0,0.0,7.875,11.75,5.125,3.0,2.0,0.0,0.0,0.0,0.0,0.0
31,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.375,0.0,0.0,6.125,9.5,3.0,1.75,3.375,0.625,0.0,0.0,0.0,0.0
32,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.625,0.0,0.0,10.375,8.75,5.0,5.25,3.5,0.5,0.0,0.0,0.0,0.0
33,0,0,0,0,0.0,0.0,0,0.0,0.0,0.5,3.25,0.0,0.25,6.375,7.625,7.5,2.25,3.0,0.5,0.0,0.0,0.0,0.0
34,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,4.875,0.0,0.0,11.75,10.5,4.625,3.0,1.75,0.0,0.0,0.0,0.0,0.0
35,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.75,0.0,0.0,4.75,5.25,2.5,2.0,2.5,0.75,0.0,0.0,0.0,0.0
36,0,0,0,0,0.0,0.0,0,0.0,0.0,0.5,2.625,0.0,0.0,4.125,3.0,1.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0
37,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.875,0.0,0.0,3.375,3.625,4.25,1.125,1.25,0.25,0.0,0.0,0.0,0.0
38,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,2.125,0.0,0.0,4.125,2.75,1.0,2.5,0.5,0.0,0.0,0.0,0.0,0.0
39,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,4.25,3.25,1.5,0.875,2.625,0.0,0.0,0.0,0.0,0.0
40,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,2.25,0.0,0.0,3.5,3.125,1.0,1.625,1.0,0.25,0.0,0.0,0.0,0.0
41,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,6.5,6.5,3.5,0.0,1.75,0.25,0.0,0.0,0.0,0.0
42,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.25,0.0,0.0,7.625,6.5625,2.5,3.5625,3.5,1.5,0.0,0.0,0.0,0.0
43,0,0,0,0,0.0,0.0,0,0.25,0.0,1.5,2.6875,0.625,0.0,6.4375,6.125,2.6875,1.125,4.0625,1.0,0.0,0.0,0.0,0.0
44,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.875,0.0,0.0,7.125,5.625,2.375,4.75,2.0,0.0,0.0,0.0,0.0,0.0
45,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.125,0.5,0.0,2.25,3.375,2.125,0.0,2.625,1.5,0.0,0.0,0.125,0.0
46,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,5.25,0.75,0.0,7.0,8.875,5.375,3.375,1.625,0.25,0.0,0.0,0.0,0.0
47,0,0,0,0,0.0,0.0,0,0.0,0.0,1.25,3.125,0.75,0.0,7.75,5.125,1.5,1.0,3.625,1.625,0.0,0.0,0.0,0.0
48,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.5,0.0,0.25,8.625,9.875,3.75,6.125,4.25,0.625,0.0,0.0,0.0,0.0
49,0,0,0,0,0.0,0.0,0,0.0,0.0,0.5,3.0,0.625,0.0,7.75,10.375,2.75,3.125,3.75,0.625,0.0,0.0,0.0,0.0
50,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,2.25,0.0,0.0,5.0,4.25,1.625,4.5,1.625,1.0,0.0,0.0,0.0,0.0
51,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.75,0.0,0.0,4.75,3.5,2.875,0.875,1.25,0.0,0.0,0.0,0.0,0.0
52,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.875,0.0,0.0,2.75,3.25,0.875,3.0,0.75,0.5,0.0,0.0,0.0,0.0
53,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,3.375,3.875,0.5,1.0,0.0,0.0,0.0,0.0,0.0
54,0,0,0,0,0.0,0.0,0,0.0,0.0,0.5,2.75,0.0,0.0,4.875,9.0,3.625,2.875,2.375,0.0,0.0,0.0,0.0,0.0
55,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.75,0.0,0.0,3.5,6.75,3.0,1.25,3.5,0.75,0.0,0.0,0.0,0.0
56,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.25,0.0,6.5,11.125,4.75,5.375,6.75,1.125,0.0,0.0,0.0,0.0
57,0,0,0,0,0.0,0.0,0,0.0,0.0,0.625,1.125,1.0,0.0,7.625,10.25,3.25,1.75,4.0,0.75,0.0,0.0,0.0,0.0
58,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,7.25,0.625,0.0,11.375,15.125,5.75,4.5,1.75,0.0,0.0,0.0,0.0,0.0
59,0,0,0,0,0.0,0.0,0,0.0,0.0,0.25,2.5,0.625,0.0,3.875,4.25,1.875,2.0,3.875,1.0,0.0,0.0,0.0,0.0
60,0,0,0,0,0.0,0.0,0,0.0,0.0,0.5,2.875,0.125,0.0,3.625,1.875,0.875,1.75,0.375,0.0,0.0,0.0,0.0,0.0
61,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,2.5,0.0,0.0,3.25,3.625,2.125,0.375,1.375,0.0,0.0,0.0,0.0,0.0
62,0,0,0,0,0.0,0.0,0,0.0,0.0,0.25,3.125,0.0,0.0,3.625,2.5,0.25,1.625,0.875,0.0,0.0,0.0,0.0,0.0
63,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.75,0.0,0.0,3.375,3.25,1.75,0.0,3.0,0.125,0.0,0.0,0.0,0.0
64,0,0,0,0,0.0,0.0,0,0.0,0.0,0.25,4.375,0.0,0.0,7.125,10.25,3.5,2.25,3.375,0.5,0.0,0.0,0.0,0.0
65,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.5,0.0,7.125,7.875,1.625,1.375,2.375,1.0,0.0,0.0,0.0,0.0
66,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,3.0,0.25,0.0,8.125,9.875,4.75,5.875,3.625,0.5,0.0,0.0,0.0,0.0
67,0,0,0,0,0.0,0.0,0,0.0,0.0,0.25,1.875,1.375,0.0,7.125,7.75,8.75,2.375,3.0,0.5,0.0,0.0,0.0,0.0
68,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,2.75,0.0,0.0,6.875,5.875,2.25,3.0,0.75,0.0,0.0,0.0,0.0,0.0
69,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,2.625,2.25,2.125,0.875,2.875,0.0,0.0,0.0,0.0,0.0
70,0,0,0,0,0.0,0.0,0,0.0,0.0,0.5,2.375,0.0,0.0,1.125,2.0,0.25,2.75,0.875,0.875,0.0,0.0,0.0,0.0
71,0,0,0,0,0.0,0.0,0,0.0,0.0,0.25,3.0,0.5,0.0,3.25,4.125,2.25,0.5,1.125,0.0,0.0,0.0,0.0,0.0
72,0,0,0,0,0.0,0.0,0,0.0,0.0,0.5,3.625,0.0,0.0,5.625,11.375,3.375,1.875,1.125,0.0,0.0,0.0,0.0,0.0
73,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,3.5,1.375,0.0,7.75,3.875,1.5,1.5,2.0,0.5,0.0,0.0,0.0,0.0
74,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.75,0.0,0.0,3.875,2.375,0.75,3.25,0.25,0.0,0.0,0.0,0.0,0.0
75,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.25,0.0,0.0,1.5,1.5,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0
76,0,0,0,0,0.0,0.0,0,0.0,0.0,0.25,1.25,0.0,0.0,2.5,2.0,0.375,0.875,0.25,0.0,0.0,0.0,0.0,0.0
77,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.25,0.0,0.0,2.25,2.0,1.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0
78,0,0,0,0,0.0,0.0,0,0.0,0.0,0.25,1.25,0.0,0.0,3.0,3.25,2.0,0.5,0.75,0.0,0.0,0.0,0.0,0.0
79,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.75,0.0,5.5,6.0,2.375,0.75,1.625,0.5,0.0,0.0,0.0,0.0
80,0,0,0,0,0.0,0.0,0,0.0,0.0,0.5,2.0,0.0,0.0,1.5,5.0,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0
81,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,5.5,4.0,0.0,2.75,0.75,0.0,0.0,0.0,0.0
82,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.25,0.0,0.0,3.0,2.75,2.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0
83,0,0,0,0,0.0,0.0,0,0.0,0.0,0.5,1.75,0.0,0.0,3.75,5.25,2.5,0.75,0.5,0.0,0.0,0.0,0.0,0.0
84,0,0,0,0,0.0,0.0,0,0.0,0.0,0.5,2.5,0.0,0.0,4.25,2.0,1.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.5,0.0,0.0,6.5,8.0,7.5,1.5,1.5,0.5,0.0,0.0,0.0,0.0
86,0,0,0,0,0.0,0.0,0,0.0,0.0,0.5,2.0,0.0,0.0,4.0,10.0,5.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0
88,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,2.25,0.0,0.0,8.125,6.5,4.375,4.0,2.5,0.0,0.0,0.0,0.0,0.0
89,0,0,0,0,0.0,0.0,0,0.0,0.625,0.625,1.5,0.25,0.0,7.0,5.375,8.875,1.9375,2.8125,0.25,0.0,0.0,0.0,0.0
90,0,0,0,0,0.0,0.0,0,0.0,0.0,0.5,3.0,0.0,0.0,7.0,5.25,2.5,7.75,0.0,0.0,0.0,0.0,0.0,0.0
91,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.25,0.5,0.0,3.25,5.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0
92,0,0,0,0,0.0,0.0,0,0.0,0.0,0.5,2.25,0.0,0.0,3.5,4.0,2.25,3.5,0.0,0.0,0.0,0.0,0.0,0.0
93,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,5.25,2.75,0.5,2.5,0.0,0.0,0.0,0.0,0.0
94,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.75,0.0,0.0,4.75,5.25,1.75,3.5,0.0,0.0,0.0,0.0,0.0,0.0
95,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,2.5,1.0,0.0,6.5,9.25,8.0,1.0,5.75,0.5,0.0,0.0,0.0,0.0
96,0,0,0,0,0.0,0.0,0,0.0,0.0,0.5,2.5,0.0,0.0,6.0,5.5,2.0,3.5,2.25,1.75,0.0,0.0,0.0,0.0
98,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.25,0.0,0.0,7.25,6.5,3.0,2.0,3.0,0.5,0.0,0.0,0.0,0.0
99,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,8.5,5.0,2.0,7.0,0.5,0.0,0.0,0.0,0.0,0.0
100,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.5,0.0,4.5,5.0,2.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0
101,0,0,0,0,0.0,0.0,0,0.0,0.0,0.5,3.25,0.0,0.0,4.5,3.25,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0
103,0,0,0,0,0.0,0.0,0,0.0,0.0,1.25,2.5,0.5,0.0,7.75,8.25,13.5,2.25,4.0,2.0,0.0,0.0,0.0,0.0
104,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,3.5,0.0,0.0,10.0,20.5,5.0,8.5,5.0,3.25,0.0,0.0,0.25,0.0
105,0,0,0,0,0.0,0.0,0,0.5,0.0,8.0,3.0,1.5,0.0,7.5,8.5,4.0,3.0,3.5,0.5,0.0,0.0,0.0,0.0
106,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,2.75,0.0,0.75,6.5,4.25,1.0,5.5,1.0,0.0,0.0,0.0,0.0,0.0
107,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.5,2.75,4.25,2.75,0.0,3.0,0.0,0.0,0.0,0.0,0.0
108,0,0,0,0,0.0,0.0,0,0.0,0.0,0.5,2.5,0.0,0.0,4.0,2.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
109,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.5,4.25,4.5,2.75,0.0,0.5,0.0,0.0,0.0,0.0,0.0
110,0,0,0,0,0.0,0.0,0,0.0,0.0,0.5,1.75,0.0,0.0,3.5,2.75,3.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0
111,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.5,4.0,4.75,3.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0
112,0,0,0,0,0.0,0.0,0,0.0,0.0,0.5,2.0,0.0,0.0,4.25,1.25,2.25,2.5,1.75,1.5,0.0,0.0,0.0,0.0
113,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.5,2.5,4.25,3.75,0.0,3.0,0.0,0.0,0.0,0.0,0.0
114,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.5,0.0,0.0,4.0,3.0,2.5,2.0,0.5,0.0,0.0,0.0,0.0,0.0
115,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,12.5,7.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0
116,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.5,0.0,0.0,4.0,3.5,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
117,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.5,3.5,4.5,3.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0
118,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,2.25,0.0,0.0,3.5,2.75,1.5,3.0,0.5,0.0,0.0,0.0,0.0,0.0
119,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,5.0,7.0,4.75,6.0,8.0,6.5,0.0,0.0,0.0,0.0
120,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,3.5,0.0,0.0,10.0,9.625,4.0,4.25,2.625,0.5,0.0,0.0,0.0,0.0
121,0,0,0,0,0.0,0.0,0,0.0,0.0,0.75,2.375,0.5,0.0,5.75,8.5,7.625,2.25,2.375,0.625,0.0,0.0,0.0,0.0
